日期,排名,电影ID,电影名称,影片英文名称,当前票房(万),累计票房(万),累计场次,累计人次(万),天数,票房占比,当前场次,当前人次(万),人次占比,累计上映天数,场均人次,场均收入,上映日期,黄金场票房(万),黄金场场次,黄金场人次(万),黄金场排座(万),黄金场场均人次,票房环比,场次环比,人次环比,场次占比,上午场票房(万),上午场场次,上午场人次(万),下午场票房(万),下午场场次,下午场人次(万),加映场票房(万),加映场场次,加映场人次(万),上座率,黄金场票房占比,黄金场场次占比,黄金场人次占比,黄金场上座率,票房占全国比,当前排座(万),排座占比
2023-10-19,103,36219,建筑师,Brick,0,54347.6,191,1760,1,0,2,0,0,868,0,0,2021-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,104,38250,汪汪队立大功之超能救援,Paw Patrol : Mighty Pups,0,79116717.93,465074,2647162,1,0,3,0,0,1071,0,0,2020-11-13,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,178,0
2023-10-19,105,37983,孤山,EMPTY VILLAGE,0,4720.99,212,156,1,0,1,0,0,49,0,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,0
2023-10-19,106,37280,贝肯熊2：金牌特工,Agent Backkom：Kings Bear,0,81473206.01,518676,2349169,1,0,1,0,0,819,0,0,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,107,39412,摇滚藏獒：乘风破浪,Rock Dog 3 Battle the Beat,0,1473429.98,41852,45059,1,0,1,0,0,223,0,0,2023-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,108,39232,陪你在全世界长大,To The World With You,0,1312503.68,52490,36134,1,0,1,0,0,343,0,0,2022-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,109,39309,青蛙王子历险记2,Frog Prince Adventures 2,0,4003834.83,103397,129618,1,0,1,0,0,342,0,0,2022-11-12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
2023-10-19,110,39069,浴血大别山,FIERCE FIGHTING BIE SHAN,0,812148.83,4338,26403,1,0,1,0,0,650,0,0,2022-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,111,39082,浏阳河上,Clean River,0,2311521.04,1994,72195,1,0,1,0,0,645,0,0,2022-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,112,38439,不二兄弟,He Is My Brother,0,746944.19,27503,20103,1,0,1,0,0,231,0,0,2023-03-03,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,113,38742,落地生根,Rooting,0,1122934.07,5313,35072,1,0,4,0,0,183,0,0,2023-04-20,0,0,0,0,0,-100,-42.86,-100,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,384,0
2023-10-19,114,38772,山歌,FOLK SONG,0,1053894.04,3668,33847,1,0,1,0,0,847,0,0,2021-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,115,38829,邓小平小道,The Man Of People,0,26645908.65,66272,755700,1,0,4,0,0,546,0,0,2022-04-22,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2023-10-19,116,38871,英雄若兰,THE STORY OF RUOLAN,0,713142.6,749,20525,1,0,1,0,0,735,0,0,2021-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-10-19,117,39676,雪域少年,Warrio King,0,6609742.29,13572,151854,1,0,2,0,0,62,0,0,2023-08-19,0,0,0,0,0,0,-60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,194,0
2023-10-19,118,39711,江米儿,The Song of Spring,0,116270.46,6987,3198,1,0,3,0,0,31,0,0,2023-09-19,0,0,0,0,0,-100,-70,-100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,316,0
2023-10-19,119,39721,威尼斯惊魂夜,A Haunting in Venice,0,43731113.23,298298,1146771,1,0,3,0,0,35,0,0,2023-09-15,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0
2023-10-19,120,39732,曾经炽热的我们,Someone In Glowing Twenties,0,638013,12870,17302,1,0,4,0,0,34,0,0,2023-09-16,0,1,0,123,0,0,-20,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,370,0
2023-10-19,121,39729,小镇双雄,Brother Hero,0,7541.8,272,361,1,0,1,0,0,30,0,0,2023-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,0
2023-10-19,122,39739,爸爸的谎言,Lies My Father Told Me,0,14579.81,28,580,1,0,1,0,0,0,0,0,2023-10-20,0,1,0,110,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,110,0
2023-10-19,123,39760,最好的相遇,An Encounter To Remember,0,60055,14,1184,1,0,3,0,0,0,0,0,2023-10-20,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,45,0
2023-10-18,1,39741,坚如磐石,Under The Light,10782754.61,1206649690,2009452,28132480,1,28.51,85513,261366,27.94,21,3,126,2023-09-28,2902449.75,22838,72219,3305260,3,-5.24,-0.49,-4.58,26.2,1219615.89,9277,29122,4962366.75,39476,118575,1631175.93,12318,39719,2.15,26.92,26.71,27.63,2.18,100,12140093,30.57
2023-10-18,2,39740,志愿军：雄兵出击,THE VOLUNTEERS：TO THE WAR,7922956.56,692638063.5,1524951,16667040,1,20.95,60500,198355,21.21,21,3,131,2023-09-28,2100748.85,16030,53657,1972174,3,4.78,-0.47,5.81,18.54,1013499.11,7233,25185,3772880.89,28198,93400,989549.58,7314,24916,2.74,26.51,26.5,27.05,2.72,100,7249075,18.25
2023-10-18,3,39742,前任4：英年早婚,The Ex-file 4,7167664.28,909511210.6,1738452,21556118,1,18.95,68647,176083,18.83,21,3,104,2023-09-28,1884319.09,17776,47569,2121368,3,-8.23,-0.84,-7.48,21.03,753919.7,7220,18051,3268733.56,31585,79473,1212365.73,10739,29775,2.17,26.29,25.89,27.02,2.24,100,8131812,20.47
2023-10-18,4,39745,莫斯科行动,Moscow Mission,6978649.13,571292735,1210197,13424613,1,18.45,56848,170275,18.2,20,3,123,2023-09-29,1842596.3,14548,45930,1736684,3,-3.14,-0.18,-2.27,17.42,759412.33,6152,18267,3206507.48,26492,77575,1126677.24,8632,27393,2.54,26.4,25.59,26.97,2.64,100,6716887,16.91
2023-10-18,5,39725,好像也没那么热血沸腾,Lose To Win,1959224.52,158750041,514998,3767602,1,5.18,21158,47940,5.13,21,2,93,2023-09-28,524312.01,4885,13129,486352,3,-3.42,0.59,-2.54,6.48,234340.03,2896,5721,907187.74,10518,22015,286754.78,2531,6901,2.29,26.76,23.09,27.39,2.7,100,2090346,5.26
2023-10-18,6,39637,潜艇总动员：环游地球80天,Around The World In 80 Days,431586.4,42744028.97,80592,857965,1,1.14,215,7350,0.79,68,34,2007,2023-08-12,0,1,0,143,0,1.28,-5.7,-0.27,0.07,25800,2,430,0,1,0,0,0,0,33.65,0,0.47,0,0,100,21844,0.05
2023-10-18,7,39653,觅渡,PATHFINDERS,306367.02,15819462.51,6730,432244,1,0.81,125,8362,0.89,52,67,2451,2023-08-28,22327.83,8,587,657,73,30.09,22.55,33.75,0.04,32630.75,6,815,162983.43,42,4384,7740.01,3,258,63.2,7.29,6.4,7.02,89.35,100,13230,0.03
2023-10-18,8,39728,替身纸人,Paper Man,240742.13,2863395.69,35742,89532,1,0.64,5159,7693,0.82,6,1,47,2023-10-13,19741.71,487,652,45143,1,-8.91,-1.3,-7.79,1.58,6721.13,221,209,27543.83,853,897,183801.41,3475,5842,1.49,8.2,9.44,8.48,1.44,100,517108,1.3
2023-10-18,9,39702,奥本海默,Oppenheimer,231468.1,445035685,1166525,10418313,1,0.61,1970,5058,0.54,50,3,117,2023-08-30,62056.22,459,1389,62879,3,7.88,2.34,6.19,0.6,34571.73,418,802,113170.23,945,2450,19579.02,132,377,1.89,26.81,23.3,27.46,2.21,100,268088,0.67
2023-10-18,10,39743,汪汪队立大功大电影2：超能大冒险,PAW Patrol: The Mighty Movie,211621.56,110358829.6,324831,3336153,1,0.56,7161,6826,0.73,20,1,30,2023-09-29,69713.89,1732,2405,174646,1,2.06,-3.28,0.21,2.19,34368.09,1736,1111,81640.95,3396,2686,244.08,12,7,0.96,32.94,24.19,35.23,1.38,100,712748,1.79
2023-10-18,11,39761,珍·古道尔的传奇一生,Jane,175328.48,378803.13,6641,10358,1,0.46,3431,5081,0.54,2,1,51,2023-10-17,81683.43,1347,2402,143177,2,-13.82,6.95,-3.7,1.05,27919.85,665,794,46320.54,909,1327,19354.76,358,557,1.39,46.59,39.26,47.27,1.68,100,364857,0.92
2023-10-18,12,39555,力量密码,The Source Of Power,171954.01,15456730.22,12032,420672,1,0.45,70,4312,0.46,110,62,2456,2023-07-01,4000,2,100,212,50,15.69,-1.41,13.47,0.02,0,0,0,45184.01,15,1220,19950,5,665,46.22,2.33,2.86,2.32,47.17,100,9329,0.02
2023-10-18,13,39512,小马鞭,THE LITTLE HORSEWHIP,167884.91,303786.37,766,7546,1,0.44,313,4185,0.45,3,13,536,2023-10-16,12442.91,35,312,4669,9,91.67,22.27,94.11,0.1,11265.98,19,278,67166.26,103,1680,6090.76,6,150,18.4,7.41,11.18,7.46,6.68,100,22748,0.06
2023-10-18,14,39654,孤注一掷,No More Bets,156744.63,3848973848,5207972,92931284,1,0.41,2074,3955,0.42,72,2,76,2023-08-08,24428.21,368,616,36174,2,8.64,2.67,9.25,0.64,11554.28,282,280,78144.68,1087,1933,17875,225,450,1.96,15.58,17.74,15.58,1.7,100,201597,0.51
2023-10-18,15,39627,八百矿工上井冈,EIGHT HUNDRED MINERS,128947,1432404.88,735,55967,1,0.34,56,4981,0.53,110,89,2303,2023-07-01,0,0,0,0,0,18.49,5.66,16.3,0.02,34075,15,1353,18675,7,747,0,0,0,41.28,0,0,0,0,100,12066,0.03
2023-10-18,16,39733,功夫王之萌虎上山,KUNG FU TIGER,121327.25,3936670.04,28317,105800,1,0.32,250,3234,0.35,20,13,485,2023-09-29,8776.82,30,232,3223,8,4.46,-2.34,4.76,0.08,26442.56,75,732,21572.87,94,569,11235,1,321,12.2,7.23,12,7.17,7.2,100,26504,0.07
2023-10-18,17,39738,小美人鱼之大海怪传说,The little Mermaid and the Sea Monster,117400.91,4980121.52,27770,154089,1,0.31,440,3783,0.4,20,9,267,2023-09-29,315.9,46,11,4442,0,-8.52,0.23,-10.25,0.13,343.96,140,10,1051.04,184,31,71640.01,29,2384,8.91,0.27,10.45,0.29,0.25,100,42458,0.11
2023-10-18,18,39746,第七届平遥国际电影展,The 7th Pingyao International Film Festival,94400,1544220,117,25433,1,0.25,16,1574,0.17,,98,5900,,0,0,0,0,0,-31.84,6.67,-25.08,0,0,0,0,0,0,0,0,0,0,21.11,0,0,0,0,100,7455,0.02
2023-10-18,19,39609,封神第一部：朝歌风云,Fengshen Trilogy,90851.82,2634054004,3682921,60677048,1,0.24,1505,2027,0.22,91,1,60,2023-07-20,18267.87,229,440,23512,2,-26.65,-1.44,-18.07,0.46,18011.08,259,349,40632.83,719,895,7514.26,110,165,1.41,20.11,15.22,21.71,1.87,100,144152,0.36
2023-10-18,20,39737,贝肯熊：火星任务,BACKKOM BEAR: MARS MISSION,66461.75,67290620.17,245977,1825322,1,0.18,4566,1919,0.21,21,0,15,2023-09-28,21531.46,904,631,87732,1,-3.57,-1.66,-1.79,1.4,9496.36,1094,272,34044.26,2291,977,328.67,19,8,0.44,32.4,19.8,32.88,0.72,100,431971,1.09
2023-10-18,21,39699,第八个嫌疑人,Dust To Dust,46878.14,438958464.6,1776958,10440207,1,0.12,1349,1150,0.12,40,1,35,2023-09-09,8147.45,165,186,16028,1,3.9,4.82,5.41,0.41,5274.16,256,126,20306.83,611,511,12851.7,244,319,0.9,17.38,12.23,16.17,1.16,100,128129,0.32
2023-10-18,22,39722,敢死队4：最终章,Expend4bles,44203.88,155974228.3,1244295,4568044,1,0.12,1121,1418,0.15,34,1,39,2023-09-15,9051.16,147,276,15887,2,-6.93,6.66,11.48,0.34,2913.97,163,102,15417.59,455,494,12247.22,274,400,1.27,20.48,13.11,19.46,1.74,100,111331,0.28
2023-10-18,23,36770,苍穹,the sky,28560,16517860,2959,422155,1,0.08,5,714,0.08,,143,5712,,0,0,0,0,0,-11.52,0,-11.52,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,2142,0.01
2023-10-18,24,39710,多彩田园,Duo Cai Tian Yuan,27438,37052.2,95,3232,1,0.07,80,2742,0.29,29,34,343,2023-09-20,0,0,0,0,0,0,0,0,0.02,4198,10,418,230,1,23,0,0,0,34.2,0,0,0,0,100,8017,0.02
2023-10-18,25,38935,井冈星火,SPARKS OF FIRE IN JINGGANGSHAN,16310,16173463.54,7911,425315,1,0.04,7,466,0.05,174,67,2330,2023-04-28,0,1,0,154,0,14.22,16.67,14.22,0,0,1,0,16310,5,466,0,0,0,41.68,0,14.29,0,0,100,1118,0
2023-10-18,26,39736,我是哪吒2之英雄归来,I Am Nezha,13229.11,15993342.08,78224,439618,1,0.03,1360,369,0.04,20,0,10,2023-09-29,3724.33,212,107,20488,1,9.44,-2.72,5.43,0.42,2167.4,362,60,6357.23,608,175,490.15,33,12,0.31,28.15,15.59,29,0.52,100,119531,0.3
2023-10-18,27,39715,厨神驾到,Wonderful Chef,12615,567933.6,35451,15508,1,0.03,17,504,0.05,27,30,742,2023-09-22,0,0,0,0,0,-1.16,41.67,-1.18,0.01,0,2,0,12532.5,5,501,82.5,5,3,32.02,0,0,0,0,100,1574,0
2023-10-18,28,39748,速度与爱情,Fast & Feel Love,11921.29,490439.13,17982,12690,1,0.03,1270,389,0.04,6,0,9,2023-10-13,3405.35,161,118,15888,1,16.99,-13.07,12.75,0.39,1048.86,247,29,4984.41,639,167,1887.67,165,52,0.3,28.57,12.68,30.33,0.74,100,127670,0.32
2023-10-18,29,39633,热烈,One And Only,9386.18,912559307.1,1517399,22047823,1,0.02,95,210,0.02,83,2,99,2023-07-28,890.16,17,27,1671,2,7.61,5.56,-2.78,0.03,245.4,13,4,6989.5,53,152,1223.12,9,26,2.21,9.48,17.89,12.86,1.62,100,9483,0.02
2023-10-18,30,39661,萤火虫的天空,The sky of Firefly,8947.7,1379949.57,2070,39254,1,0.02,14,242,0.03,68,17,639,2023-08-12,0,0,0,0,0,-1.64,-6.67,-5.1,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,726,0
2023-10-18,31,39751,余下都是春天,Tomrrow is another day,8575,13171,11,644,1,0.02,6,428,0.05,11,71,1429,2023-10-08,3380,2,169,255,85,777.69,500,895.35,0,235,1,11,0,0,0,0,0,0,40.68,39.42,33.33,39.49,66.27,100,1052,0
2023-10-18,32,39755,河边的错误,Only the River Flows,7700,7700,1,154,1,0.02,1,154,0.02,-2,154,7700,2023-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,462,0
2023-10-18,33,39767,我的姐妹是网红之追梦花,My Sister is an Internet Celebrity,6636,6636,1,218,1,0.02,1,218,0.02,-8,218,6636,2023-10-27,0,0,0,0,0,0,0,0,0,0,0,0,6636,1,218,0,0,0,100,0,0,0,0,100,218,0
2023-10-18,34,39410,一山之隔,One Mountain Away,6000,1555165.6,4057,53687,1,0.02,7,300,0.03,215,43,857,2023-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1,300,99.01,0,0,0,0,100,303,0
2023-10-18,35,37838,老师，别哭,Only time for loving,5713,1862986.38,3415,55484,1,0.02,5,175,0.02,40,35,1143,2023-09-09,1775,1,59,137,59,471.59,400,430.3,0,0,0,0,3938,3,116,0,0,0,47.3,31.07,20,33.71,43.07,100,370,0
2023-10-18,36,39762,洋子的困惑,Yangzi's Confusion,4800,19699,6,588,1,0.01,1,160,0.02,-9,160,4800,2023-10-28,0,0,0,0,0,17.22,0,36.75,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,480,0
2023-10-18,37,39708,鹦鹉杀,Dancing Green,3777.01,39225896.78,454638,954252,1,0.01,99,96,0.01,34,1,38,2023-09-15,76,6,2,688,0,148.6,11.24,209.68,0.03,162,20,4,825.34,38,21,389.67,21,10,1.12,2.01,6.06,2.08,0.29,100,8578,0.02
2023-10-18,38,39716,不虚此行,All Ears,3276.5,27365767.05,275743,628345,1,0.01,61,81,0.01,40,1,54,2023-09-09,175.61,7,5,434,1,41.43,22,44.64,0.02,412.36,11,10,2287.53,33,56,401,8,10,1.64,5.36,11.48,6.17,1.15,100,4953,0.01
2023-10-18,39,38925,永安镇故事集,Ripples of Life,3201.3,3195114.39,44463,72053,1,0.01,31,61,0.01,41,2,103,2023-09-08,1735,3,27,277,9,234.82,24,190.48,0.01,324.9,3,7,910.7,15,22,230.7,8,5,2.18,54.2,9.68,44.26,9.75,100,2795,0.01
2023-10-18,40,38742,落地生根,Rooting,2660,1122934.07,5309,35072,1,0.01,7,97,0.01,182,14,380,2023-04-20,0,0,0,0,0,525.88,40,470.59,0,0,0,0,0,3,0,0,0,0,17.48,0,0,0,0,100,555,0
2023-10-18,41,39698,芳草满天涯,THE VILLAGE TEACHER,2479.6,448450.38,372,17203,1,0.01,3,94,0.01,48,31,827,2023-09-01,0,0,0,0,0,-46.08,-62.5,-43.03,0,0,0,0,775,1,31,0,0,0,32.53,0,0,0,0,100,289,0
2023-10-18,42,39543,翻转的手心,TURNING THE HANDS OF FATE,2255,446664.3,267,12582,1,0.01,6,86,0.01,151,14,376,2023-05-21,630,2,21,175,11,11.86,-14.29,28.36,0,0,0,0,1625,2,65,0,0,0,24.29,27.94,33.33,24.42,12,100,354,0
2023-10-18,43,39707,毒蜂,DANGEROUS BEES,1800,329378.53,10247,10656,1,0,3,72,0.01,34,24,600,2023-09-15,0,0,0,0,0,20,-62.5,140,0,0,0,0,0,0,0,0,1,0,21.36,0,0,0,0,100,337,0
2023-10-18,44,39646,巨齿鲨2：深渊,Meg 2: The Trench,1798.26,851967074.2,1480575,20123153,1,0,91,42,0,76,0,20,2023-08-04,277,15,6,1611,0,2.37,-5.21,5,0.03,39,15,1,442.8,43,10,810.06,15,20,0.43,15.4,16.48,14.29,0.37,100,9756,0.02
2023-10-18,45,39568,远山花开,Blossom in The Mountains,1325,1286664.09,5885,58177,1,0,2,53,0.01,132,27,663,2023-06-09,0,0,0,0,0,76.67,100,76.67,0,0,0,0,0,0,0,0,0,0,33.13,0,0,0,0,100,160,0
2023-10-18,46,39592,八角笼中,Never Say Never,1307,2208709193,3056350,54251063,1,0,35,37,0,105,1,37,2023-07-06,76,4,2,192,1,11.42,25,12.12,0.01,0,2,0,1231,14,35,0,2,0,1.64,5.81,11.43,5.41,1.04,100,2262,0.01
2023-10-18,47,38477,毛泽东在才溪,MAO ZEDONG AT CAIXI,1280,1108894.29,1309,35341,1,0,3,64,0.01,894,21,427,2021-05-08,0,0,0,0,0,113.33,50,113.33,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,192,0
2023-10-18,48,39644,芭比,Barbie,1245.8,252495346.1,488770,7098603,1,0,45,37,0,90,1,28,2023-07-21,0,4,0,228,0,26.49,25,19.35,0.01,282.8,8,7,825,25,27,138,5,3,0.98,0,8.89,0,0,100,3776,0.01
2023-10-18,49,38365,生命底色,THE PURSUIT OF LIFE,1150,145339.71,522,5188,1,0,2,46,0,140,23,575,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1150,2,46,0,0,0,25.14,0,0,0,0,100,183,0
2023-10-18,50,39174,以法之名,For Justice,1100,338955,484,16509,1,0,1,55,0.01,482,55,1100,2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,165,0
2023-10-18,51,39586,幸福小马灯,Happiness of century lantern,1080,297975.22,458,9201,1,0,12,45,0,21,4,90,2023-09-28,330,1,16,128,16,-11.64,-20,32.35,0,0,1,0,330,4,17,0,2,0,5.29,30.56,8.33,35.56,12.5,100,850,0
2023-10-18,52,39726,大洋追鱼记,CHASING TUNA IN THE OCEAN,1027,60370.79,592,2082,1,0,39,35,0,11,1,26,2023-10-08,574.97,7,20,381,3,-39.77,-11.36,-48.53,0.01,352.03,12,11,100,16,4,0,1,0,1.28,55.99,17.95,57.14,5.25,100,2730,0.01
2023-10-18,53,39692,GT赛车：极速狂飙,Gran Turismo,965.99,13460998.48,130377,372825,1,0,22,22,0,48,1,44,2023-09-01,625.2,6,11,549,2,40.25,15.79,-12,0.01,33.33,4,1,284.46,10,9,23,2,1,0.97,64.72,27.27,50,2,100,2273,0.01
2023-10-18,54,39392,此生有约,Promise Through Lifetime,900,579496.3,536,21158,1,0,1,30,0,113,30,900,2023-06-28,0,0,0,0,0,0,0,0,0,900,1,30,0,0,0,0,0,0,25,0,0,0,0,100,120,0
2023-10-18,55,39514,北京2022,Beijing 2022,872,30499641.36,41975,995980,1,0,26,28,0,153,1,34,2023-05-19,0,0,0,0,0,-89.44,-7.14,-89.35,0.01,252,12,8,140,6,4,30,7,1,0.96,0,0,0,0,100,2903,0.01
2023-10-18,56,39406,望道,Manifesto,846.4,80324771.53,136806,1905313,1,0,5,26,0,209,5,169,2023-03-24,0,0,0,0,0,0,0,0,0,0,1,0,846.4,3,26,0,0,0,6.68,0,0,0,0,100,389,0
2023-10-18,57,39576,消失的她,Lost in the stars,719.3,3526688418,4023635,84917405,1,0,33,15,0,119,0,22,2023-06-22,0,1,0,103,0,81.73,-2.94,66.67,0.01,0,1,0,426.43,4,9,262.97,5,5,1.38,0,3.03,0,0,100,1085,0
2023-10-18,58,39662,我和班主任的故事,The Story Between Mr Ma And Me,704,305840.21,849,9075,1,0,1,31,0,40,31,704,2023-09-09,0,0,0,0,0,-53.62,0,-53.03,0,704,1,31,0,0,0,0,0,0,46.97,0,0,0,0,100,66,0
2023-10-18,59,39744,疯狂大营救,Pil’s Adventures,662.8,766307.12,7147,22852,1,0,102,20,0,20,0,6,2023-09-29,35,7,2,752,0,26.56,-1.92,25,0.03,64,33,2,513.8,51,15,0,2,0,0.24,5.28,6.86,10,0.27,100,8409,0.02
2023-10-18,60,39677,念念相忘,Just For Meeting You,553,76531761.42,283438,1865738,1,0,50,15,0,58,0,11,2023-08-22,70,6,2,663,0,-27.04,8.7,-25,0.02,65.06,14,2,267,19,7,150.94,10,4,0.29,12.66,12,13.33,0.3,100,5126,0.01
2023-10-18,61,39629,2023-2024环球经典IP影片复映活动,2023-2024 Universal Classic IP Film Rescreening Activity,400,50085,100,1096,1,0,5,11,0,,2,80,,0,0,0,0,0,-70.15,0,-66.67,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,33,0
2023-10-18,62,26548,毛泽东在上海.1924,Mao Ze Dong Zai Shang Hai.1924,370,135477.9,96,3687,1,0,1,37,0,,37,370,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,111,0
2023-10-18,63,39563,爸爸，我懂你了,Second Chance with Dad,350,767060.89,2821,16018,1,0,1,14,0,125,14,350,2023-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,42,0
2023-10-18,64,34031,午夜迷途,Lost in midnight,320,2876442.9,40316,97037,1,0,10,10,0,125,1,32,2023-06-16,0,0,0,0,0,-19.92,0,-23.08,0,0,0,0,20,1,1,300,9,9,0.9,0,0,0,0,100,1105,0
2023-10-18,65,33085,禁锢,Imprisoned,261.6,1358855.63,14715,42944,1,0,2,9,0,69,5,131,2023-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.6,2,9,4.62,0,0,0,0,100,195,0
2023-10-18,66,39703,青木劫,Qing Mu Jie,254.1,735528.44,18420,24241,1,0,31,8,0,40,0,8,2023-09-09,0,1,0,101,0,-73.15,-8.82,-75.76,0.01,0,2,0,0,2,0,254.1,24,8,0.28,0,3.23,0,0,100,2855,0.01
2023-10-18,67,36357,超级的我,Super Me,210,11423585.99,211597,332116,1,0,8,8,0,923,1,26,2021-04-09,0,0,0,0,0,-74.82,0,-73.33,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,24,0
2023-10-18,68,31502,碧玉簪,Bi Yu Zan,207,22116.35,27,1496,1,0,2,12,0,22289,6,104,1962-10-10,0,0,0,0,0,0,0,0,0,207,2,12,0,0,0,0,0,0,6.52,0,0,0,0,100,184,0
2023-10-18,69,36360,暗杀风暴,Death Notice,204.9,80682837.91,287208,1931998,1,0,25,5,0,62,0,8,2023-08-18,0,2,0,247,0,412.25,92.31,400,0.01,59.9,3,1,110,7,3,0,5,0,0.31,0,8,0,0,100,1596,0
2023-10-18,70,2333,红色恋人,A Time to Remember,199.2,1646364.13,33796,46158,1,0,15,5,0,9228,0,13,1998-07-14,28,1,1,62,1,-87.59,50,-91.38,0,30.6,2,1,85.6,4,2,55,2,1,0.71,14.06,6.67,20,1.61,100,704,0
2023-10-18,71,1801,追鱼,,198,17137,56,879,1,0,2,13,0,,7,99,,0,0,0,0,0,0,0,0,0,68,1,4,130,1,9,0,0,0,5.22,0,0,0,0,100,249,0
2023-10-18,72,38044,家有儿女之神犬当家,Think Like A Dog,150,3150,8,63,1,0,6,3,0,-93,1,25,2024-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,100,14,0
2023-10-18,73,39731,看不见的顶峰,Invisible Summit,148,219967.3,66,6000,1,0,1,5,0,-8,5,148,2023-10-27,148,1,5,135,5,-96.3,0,-96.75,0,0,0,0,0,0,0,0,0,0,3.7,100,100,100,3.7,100,135,0
2023-10-18,74,39739,爸爸的谎言,Lies My Father Told Me,112,14579.81,27,580,1,0,1,4,0,-1,4,112,2023-10-20,112,1,4,110,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,100,100,100,3.64,100,110,0
2023-10-18,75,36483,双飞翼（越剧）,Shuang Fei Yi,110,64214,38,1615,1,0,1,2,0,,2,110,,0,0,0,0,0,-95.41,-83.33,-95.24,0,0,0,0,110,1,2,0,0,0,5.56,0,0,0,0,100,36,0
2023-10-18,76,39711,江米儿,The Song of Spring,98,116270.46,6984,3198,1,0,10,2,0,30,0,10,2023-09-19,0,1,0,35,0,-50.51,-60,-50,0,98,3,2,0,4,0,0,0,0,0.3,0,10,0,0,100,663,0
2023-10-18,77,39709,险诈,FRAUD INFATUATION,70,21245.89,662,570,1,0,6,2,0,29,0,12,2023-09-20,0,0,0,0,0,-74.82,-40,-71.43,0,0,0,0,0,0,0,0,1,0,1.54,0,0,0,0,100,130,0
2023-10-18,78,39685,燃冬,Breaking Ice,70,26095340.08,128710,606923,1,0,9,2,0,58,0,8,2023-08-22,0,0,0,0,0,40,0,100,0,0,4,0,0,3,0,70,1,2,0.29,0,0,0,0,100,699,0
2023-10-18,79,39719,流水落花,Lost Love,63,273698.32,4713,7314,1,0,6,3,0,34,1,11,2023-09-15,0,2,0,208,0,40,100,200,0,0,2,0,40,1,2,0,0,0,0.49,0,33.33,0,0,100,612,0
