日期,排名,电影ID,电影名称,影片英文名称,当前票房(万),累计票房(万),累计场次,累计人次(万),天数,票房占比,当前场次,当前人次(万),人次占比,累计上映天数,场均人次,场均收入,上映日期,黄金场票房(万),黄金场场次,黄金场人次(万),黄金场排座(万),黄金场场均人次,票房环比,场次环比,人次环比,场次占比,上午场票房(万),上午场场次,上午场人次(万),下午场票房(万),下午场场次,下午场人次(万),加映场票房(万),加映场场次,加映场人次(万),上座率,黄金场票房占比,黄金场场次占比,黄金场人次占比,黄金场上座率,票房占全国比,当前排座(万),排座占比
2023-09-17,45,39549,UME2023年香港电影展-北京思远优异影视文化传媒有限公司,UME2023 Hong Kong Film Festival,19871,462070.5,138,7130,1,0.02,12,358,0.01,,30,1656,,0,0,0,0,0,1.91,20,3.17,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,1074,0
2023-09-17,46,39661,萤火虫的天空,The sky of Firefly,18213.38,257606.38,1533,7899,1,0.02,11,626,0.02,37,57,1656,2023-08-12,0,0,0,0,0,-25.38,-15.38,-24.49,0,0,0,0,0,0,0,0,0,0,33.32,0,0,0,0,100,1879,0
2023-09-17,47,39685,燃冬,Breaking Ice,17963.97,26021431.22,126675,605153,1,0.02,291,441,0.02,27,2,62,2023-08-22,1940.57,28,46,2362,2,-39.31,27.07,-38.83,0.07,3927.69,57,98,9179.72,133,225,2880.99,48,71,1.78,10.8,9.62,10.43,1.95,100,24742,0.05
2023-09-17,48,39731,看不见的顶峰,Invisible Summit,17893.7,47397.3,18,1234,1,0.02,5,537,0.02,-39,107,3579,2023-10-27,0,0,0,0,0,216.28,25,244.23,0,0,0,0,4103.7,3,143,0,0,0,35.19,0,0,0,0,100,1526,0
2023-09-17,49,38774,我们的岁月,Go With The Times,17450,10051409.68,6881,294605,1,0.02,6,592,0.02,185,99,2908,2023-03-17,0,0,0,0,0,-75.86,-71.43,-75.44,0,0,0,0,7800,2,260,0,0,0,46.11,0,0,0,0,100,1284,0
2023-09-17,50,39447,绝地追击,Raid On The Lethal Zone,16683.2,29053798.59,197861,779859,1,0.02,420,471,0.02,24,1,40,2023-08-25,1965.89,61,56,5388,1,-14.35,35.48,-10.96,0.1,1867.89,64,48,7520.86,179,215,3033.56,66,87,1.35,11.78,14.52,11.89,1.04,100,34997,0.07
2023-09-17,51,39666,最后的真相,Heart's Motive,13434.29,54582667.61,279127,1412588,1,0.01,432,358,0.01,24,1,31,2023-08-25,3188.99,70,92,6270,1,-15.25,32.11,-19.37,0.11,1411.08,72,38,6058.83,175,157,2186.39,84,59,0.92,23.74,16.2,25.7,1.47,100,39010,0.08
2023-09-17,52,39703,青木劫,Qing Mu Jie,13385.94,550924.27,13175,17992,1,0.01,406,472,0.02,9,1,33,2023-09-09,92,6,4,612,1,-38.9,21.56,-38.14,0.1,300.01,14,12,496.61,24,17,12233.68,338,431,1.2,0.69,1.48,0.85,0.65,100,39233,0.08
2023-09-17,53,39537,卢米埃2023年西班牙电影展-四川卢米埃影业有限公司北京朝阳影院分公司,Lumiere 2023 Spanish Film Festival,13156.5,170345.5,131,3100,1,0.01,12,292,0.01,,24,1096,,0,0,0,0,0,-6.66,0,-2.99,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,876,0
2023-09-17,54,38438,海安舅舅,Uncle From Hai'An,12030,61184.9,210,2336,1,0.01,21,481,0.02,8,23,573,2023-09-10,0,0,0,0,0,-69.61,-27.59,-69.61,0.01,4000,3,160,0,0,0,0,0,0,34.51,0,0,0,0,100,1394,0
2023-09-17,55,39576,消失的她,Lost in the stars,11554.7,3526614477,4022052,84915686,1,0.01,111,291,0.01,88,3,104,2023-06-22,1318.4,13,31,939,2,35.06,50,45.5,0.03,1175.6,19,26,3437.4,46,80,1263.3,26,30,3.22,11.41,11.71,10.65,3.3,100,9036,0.02
2023-09-17,56,39712,毕业第一年,CHOOSE THE LIFE I WANT,10967.01,55010.88,298,1312,1,0.01,69,272,0.01,3,4,159,2023-09-15,527,5,14,572,3,-39.74,-14.81,-41.76,0.02,1078.36,25,27,8156.65,31,202,1205,5,29,4.19,4.81,7.25,5.15,2.45,100,6498,0.01
2023-09-17,57,38994,大熊雨林,Great Bear Rainforest,10395,549427,241,16692,1,0.01,1,315,0.01,,315,10395,,0,0,0,0,0,0,0,0,0,0,0,0,10395,1,315,0,0,0,79.15,0,0,0,0,100,398,0
2023-09-17,58,39462,怒吼,A Troupe’s Bygone Age,10185,983770.5,669,27648,1,0.01,11,291,0.01,149,26,926,2023-04-22,0,0,0,0,0,-71.15,-26.67,-71.13,0,3500,2,100,735,3,21,0,0,0,28.5,0,0,0,0,100,1021,0
2023-09-17,59,39615,2023意大利莫里康内配乐电影展-北京站,2023 Molycone Music Film Exhibition in Italy,9664,223909,19,2735,1,0.01,2,125,0,73,63,4832,2023-07-07,0,0,0,0,0,13.21,0,9.65,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,375,0
2023-09-17,60,39555,力量密码,The Source Of Power,9660,12117938.13,10974,343188,1,0.01,7,249,0.01,79,36,1380,2023-07-01,0,0,0,0,0,-24.94,-41.67,-27.83,0,80,3,2,0,1,0,0,0,0,24.27,0,0,0,0,100,1026,0
2023-09-17,61,39562,2023英国舞台影像展-北京百丽宫影院有限公司,2023 UK Stage Imaging Exhibition,9420,247969,75,2470,1,0.01,4,101,0,,25,2355,,0,0,0,0,0,31.45,0,27.85,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,303,0
2023-09-17,62,39540,不孤岛,anisle,8955,2853511.76,5851,72437,1,0.01,4,234,0.01,136,59,2239,2023-05-05,0,0,0,0,0,80.91,0,112.73,0,4950,2,110,0,0,0,0,0,0,31.79,0,0,0,0,100,736,0
2023-09-17,63,39292,相见在鸾峰桥,MET AT LUANFENG CORRIDOR BRIDGE,7320,2003174.68,973,64728,1,0.01,8,244,0.01,304,31,915,2022-11-18,3930,2,131,271,66,-93.92,-74.19,-93.92,0,0,0,0,0,0,0,3390,1,113,61.77,53.69,25,53.69,48.34,100,395,0
2023-09-17,64,39662,我和班主任的故事,The Story Between Mr Ma And Me,6118,269625.51,700,7872,1,0.01,18,220,0.01,9,12,340,2023-09-09,0,1,0,73,0,-74.25,-30.77,-66.36,0,20,3,1,2223,6,64,0,1,0,15.9,0,5.56,0,0,100,1384,0
2023-09-17,65,39643,雪豹和她的朋友们,snow leopards and friends,5501,2569788.84,16065,65299,1,0.01,41,129,0.01,45,3,134,2023-08-04,536.93,3,12,307,4,-63.62,32.26,-61.14,0.01,1747.3,12,43,2975.1,17,66,241.67,2,8,3.51,9.76,7.32,9.3,3.91,100,3672,0.01
2023-09-17,66,39718,首届金熊猫奖“大家一起看电影”展映,Exhibition of the First Golden Panda Awards,5447.4,23122.2,43,1773,1,0.01,8,505,0.02,,63,681,,0,0,0,0,0,-11.02,33.33,10.26,0,0,0,0,0,0,0,0,0,0,33.31,0,0,0,0,100,1516,0
2023-09-17,67,39610,欢乐丛林之外星人大冒险,Hello Elien,5404.19,3871063.87,23591,123773,1,0.01,21,143,0.01,65,7,257,2023-07-15,1240.18,3,27,108,9,2.18,40,4.38,0.01,2078.03,8,52,2085.98,9,64,0,0,0,10.83,22.95,14.29,18.88,25,100,1320,0
2023-09-17,68,36357,超级的我,Super Me,4500,11330046.99,211356,329381,1,0,8,203,0.01,892,25,563,2021-04-09,0,0,0,0,0,-5.16,0,-0.98,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,609,0
2023-09-17,69,39690,看不见的他们,Never Leave,4358.2,1274893.65,30581,39926,1,0,178,136,0.01,17,1,24,2023-09-01,295,10,8,736,1,-21.88,40.16,-25.27,0.04,83,10,3,58,11,2,3264.2,119,105,0.9,6.77,5.62,5.88,1.09,100,15186,0.03
2023-09-17,70,39658,2023日本电影展-深圳市海岸影城有限公司,2023 Japan Film Festival,4236,57639,15,711,1,0,3,53,0,,18,1412,,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,159,0
2023-09-17,71,39713,安国夫人（京剧）,Madam Liang Hongyu,3780,13980,2,393,1,0,1,189,0.01,-1,189,3780,2023-09-19,0,0,0,0,0,0,0,0,0,0,0,0,3780,1,189,0,0,0,97.93,0,0,0,0,100,193,0
2023-09-17,72,39693,2023万达经典文学改编英国影像展-沈阳万达国际电影城有限公司,Classic Literature Adapted British Image Exhibition,3618,29501,65,644,1,0,5,44,0,,9,724,,0,0,0,0,0,112.95,-16.67,109.52,0,0,0,0,0,0,0,0,0,0,33.08,0,0,0,0,100,133,0
2023-09-17,73,39730,火凤重天,Phoenix in Fire,3550,65940,55,1319,1,0,2,71,0,-74,36,1775,2023-12-01,0,0,0,0,0,77.5,-33.33,77.5,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,213,0
2023-09-17,74,39698,芳草满天涯,THE VILLAGE TEACHER,3430,173747.3,171,6383,1,0,3,137,0.01,17,46,1143,2023-09-01,0,0,0,0,0,0,50,0,0,30,1,1,0,0,0,0,0,0,29.65,0,0,0,0,100,462,0
2023-09-17,75,39675,我本少年,Chinese Teenager,3313,97111.8,262,2930,1,0,7,133,0.01,23,19,473,2023-08-26,0,1,0,0,0,-64.18,133.33,-41.67,0,0,1,0,1313,1,33,0,0,0,26.71,0,14.29,0,0,100,498,0
2023-09-17,76,39682,2023法兰西艺术影像大师展-英皇电影城（北京）有限公司深圳福田分公司,2023 French Art Imaging Masters Exhibition,3082,22823,16,236,1,0,4,28,0,,7,771,,0,0,0,0,0,-10.56,0,-6.67,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,84,0
2023-09-17,77,39629,2023-2024环球经典IP影片复映活动,2023-2024 Universal Classic IP Film Rescreening Activity,2940,15305,23,318,1,0,3,60,0,,20,980,,0,0,0,0,0,-27.59,0,-28.57,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,180,0
2023-09-17,78,39733,功夫王之萌虎上山,KUNG FU TIGER,2695.6,3724.39,8,140,1,0,4,102,0,-11,26,674,2023-09-29,0,0,0,0,0,162.02,0,168.42,0,673.9,1,25,2021.7,3,77,0,0,0,23.18,0,0,0,0,100,440,0
2023-09-17,79,39667,一定拿到手,You Must Get It,2390,10066141.1,1955,202818,1,0,7,82,0,27,12,341,2023-08-22,1000,1,50,101,50,129.81,75,57.69,0,140,2,7,0,1,0,0,0,0,16.67,41.84,14.29,60.98,49.5,100,492,0
2023-09-17,80,39655,爷爷的牛背梁,The Watchmen in Qinling Mountains,2310,257758.01,1089,8441,1,0,1,77,0,41,77,2310,2023-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,231,0
2023-09-17,81,39691,意外人生,Everything Is Unknown,2254,4285548.58,86199,105899,1,0,140,54,0,17,0,16,2023-09-01,281,13,7,1189,1,19.79,23.89,20,0.03,126,22,3,1593,44,36,114,24,3,0.55,12.47,9.29,12.96,0.59,100,9878,0.02
2023-09-17,82,39565,2023年英国电影展映-广州希界维影城有限公司江门希界维影城有限公司,2023 UK Film Exhibition,2190,67260,46,944,1,0,4,34,0,,9,548,,0,0,0,0,0,100.92,0,112.5,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,102,0
2023-09-17,83,39125,2022艺术博物馆主题意大利电影展,2022 Art Museum themed Italian film exhibition,2145,283931.9,157,4799,1,0,3,58,0,,19,715,,0,0,0,0,0,-63.71,-50,-63.06,0,0,0,0,0,0,0,0,0,0,34.73,0,0,0,0,100,167,0
2023-09-17,84,39142,2022年意大利主题电影展-希界维奥山（武汉）影城有限公司,,2145,75300.3,49,1495,1,0,3,33,0,,11,715,,0,0,0,0,0,-63.71,-50,-63.74,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,99,0
2023-09-17,85,39064,带你去见我妈,BACK TO LOVE,2097,23747392.36,91928,696889,1,0,35,81,0,619,2,60,2022-01-07,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,30.68,0,0,0,0,100,264,0
2023-09-17,86,39603,百变马丁：怪兽大作战,Magic Matin,1900.3,8171314.25,38504,224319,1,0,29,60,0,58,2,66,2023-07-22,0,0,0,0,0,23.67,31.82,-41.18,0.01,770.6,8,22,626.5,8,21,0,1,0,1.86,0,0,0,0,100,3227,0.01
2023-09-17,87,38651,新大头儿子和小头爸爸4：完美爸爸,New Happy Dad and Son 4,1785.7,93289376.53,545379,2594108,1,0,9,61,0,801,7,198,2021-07-09,0,0,0,0,0,-23.3,-18.18,-19.74,0,1538.7,7,50,247,2,11,0,0,0,7,0,0,0,0,100,871,0
2023-09-17,88,39678,高原之春,Wild Love,1600,77264.8,67,3666,1,0,1,64,0,19,64,1600,2023-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,192,0
2023-09-17,89,39687,最遗憾是错过你,A Pity for Love,1350.6,11853439.32,61677,365046,1,0,50,50,0,27,1,27,2023-08-22,206.25,6,8,508,1,250.99,51.52,257.14,0.01,170.25,6,8,495.25,16,17,355.85,9,13,1.56,15.27,12,16,1.57,100,3209,0.01
2023-09-17,90,39375,英皇2023年法国影像展,France Image Exhibition 2023,1096,118988,33,1118,1,0,2,14,0,,7,548,,0,0,0,0,0,29.86,-33.33,75,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,42,0
2023-09-17,91,39711,江米儿,The Song of Spring,1008,10268.4,3,232,1,0,1,36,0,-1,36,1008,2023-09-19,0,0,0,0,0,-89.11,-50,-81.63,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,108,0
2023-09-17,92,38181,川流不“熄”,A Summer Trip,990,2852638.4,29165,72235,1,0,1,33,0,115,33,990,2023-05-26,990,1,33,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,106.45,100,31,0
2023-09-17,93,36248,七声,Seven Notes in One Tune,968.8,70735.7,1649,1963,1,0,42,27,0,5,1,23,2023-09-13,0,4,0,324,0,141.96,68,200,0.01,60,14,1,873.8,13,25,35,10,1,0.82,0,9.52,0,0,100,3294,0.01
2023-09-17,94,39696,2023年中国电影博物馆泰国电影展,Thailand Film Festival,957,24540,18,743,1,0,2,29,0,,15,479,,0,0,0,0,0,-83.55,0,-83.52,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,87,0
2023-09-17,95,39392,此生有约,Promise Through Lifetime,933,552636.3,496,20264,1,0,1,31,0,82,31,933,2023-06-28,0,0,0,0,0,3.67,0,3.33,0,0,0,0,933,1,31,0,0,0,64.58,0,0,0,0,100,48,0
2023-09-17,96,34031,午夜迷途,Lost in midnight,898,2856816.7,39879,96362,1,0,12,27,0,94,2,75,2023-06-16,0,0,0,0,0,36.47,50,22.73,0,29.26,1,2,0,0,0,868.74,10,25,2.47,0,0,0,0,100,1094,0
2023-09-17,97,38321,棒！少年,Tough Out,661,7894471.26,29099,210726,1,0,9,32,0,1011,4,73,2020-12-11,0,0,0,0,0,-52.89,28.57,-44.83,0,661,9,32,0,0,0,0,0,0,4.44,0,0,0,0,100,721,0
2023-09-17,98,39281,万里归途,Home Coming,648,1593047395,5038670,37963845,1,0,1,16,0,353,16,648,2022-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,48,0
2023-09-17,99,39694,第四届万达经典文学改编英国影像展-兰州万达国际电影城有限公司,Classic Literature Adapted British Image Exhibition,575,9036,23,247,1,0,2,16,0,,8,288,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,0,0,100,44,0
2023-09-17,100,39600,穿越烽火,THE FILM CREW BORN IN YAN’AN,450,775348.3,1509,22300,1,0,1,15,0,82,15,450,2023-06-28,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,45,0
2023-09-17,101,39599,平教之路,A Great Educator,405,115279.01,250,2535,1,0,2,9,0,92,5,203,2023-06-18,0,0,0,0,0,12.5,0,12.5,0,0,0,0,405,1,9,0,0,0,39.13,0,0,0,0,100,23,0
2023-09-17,102,32832,疯狂动物城,Zootopia,340,1534529222,1629312,45698776,1,0,1,9,0,2754,9,340,2016-03-04,0,0,0,0,0,142.86,-66.67,125,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,27,0
2023-09-17,103,3691,敢死队3,The Expendables 3,300,453268541.7,597119,13982034,1,0,6,8,0,3304,1,50,2014-09-01,0,0,0,0,0,21.46,0,14.29,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,24,0
2023-09-17,104,39547,画布上的起跑线,The Starting Line On The Canvas,300,132575.98,362,5777,1,0,1,15,0,109,15,300,2023-06-01,0,0,0,0,0,-57.14,0,-57.14,0,300,1,15,0,0,0,0,0,0,2.48,0,0,0,0,100,606,0
2023-09-17,105,38604,疯狂丑小鸭2靠谱英雄,DUCK HERO,169.2,10022347.64,49144,305647,1,0,10,4,0,828,0,17,2021-06-12,0,0,0,0,0,0,-54.55,0,0,169.2,1,4,0,0,0,0,0,0,4.08,0,0,0,0,100,98,0
2023-09-17,106,39542,色彩中国,Balance Of The Five Elements,132.5,2946296.7,5972,89314,1,0,3,5,0,122,2,44,2023-05-19,0,0,0,0,0,-53.98,50,-54.55,0,0,2,0,132.5,1,5,0,0,0,1.86,0,0,0,0,100,269,0
2023-09-17,107,33085,禁锢,Imprisoned,127.6,1350376.03,14576,42684,1,0,10,4,0,38,0,13,2023-08-11,0,0,0,0,0,-53.35,-9.09,-55.56,0,0,1,0,0,0,0,127.6,9,4,0.47,0,0,0,0,100,858,0
2023-09-17,108,39496,征程之星火,SPARK OF JOURNEY,127.2,777437.8,1431,24087,1,0,1,3,0,137,3,127,2023-05-04,0,0,0,0,0,-57.14,0,-57.14,0,0,0,0,127.2,1,3,0,0,0,2.63,0,0,0,0,100,114,0
2023-09-17,109,39011,魔法精灵,Magic Elf,75,6322797.98,48270,193478,1,0,10,3,0,625,0,8,2022-01-01,0,0,0,0,0,-73.02,-33.33,-72.73,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,100,14,0
2023-09-17,110,38941,神兽魔王大作战,Shen Shou Mo Wang Da Zuo Zhan,69,16298.41,693,568,1,0,11,3,0,45,0,6,2023-08-04,69,3,3,420,1,-90.68,83.33,-91.89,0,0,1,0,0,3,0,0,0,0,0.32,100,27.27,100,0.71,100,947,0
2023-09-17,111,36937,忠爱无言2,Love Without Words2,68.7,613077.21,11836,16749,1,0,11,2,0,24,0,6,2023-08-25,0,0,0,0,0,-98.68,-8.33,-98.76,0,38.8,8,1,29.9,1,1,0,2,0,0.22,0,0,0,0,100,915,0
2023-09-17,112,39669,婚前72小时,72H to Happiness,63,50184.31,12559,2006,1,0,4,3,0,27,1,16,2023-08-22,0,0,0,0,0,57.5,100,50,0,40,2,2,0,0,0,0,0,0,1.4,0,0,0,0,100,214,0
2023-09-17,113,39514,北京2022,Beijing 2022,41,30272402.06,41646,988650,1,0,1,1,0,122,1,41,2023-05-19,0,0,0,0,0,-96.31,0,-97.3,0,41,1,1,0,0,0,0,0,0,2.04,0,0,0,0,100,49,0
2023-09-17,114,39545,巧虎奇幻舞台历险记,Qiaohu And The Fantastic Magic Circus,0,6486432.4,62557,188536,1,0,1,0,0,109,0,0,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,115,39578,变形金刚：超能勇士崛起,Transformers: Rise of the Beasts,0,656025742.3,1976188,17540090,1,0,12,0,0,101,0,0,2023-06-09,0,1,0,105,0,0,-7.69,0,0,0,0,0,0,0,0,0,1,0,0,0,8.33,0,0,0,213,0
2023-09-17,116,39568,远山花开,Blossom in The Mountains,0,1215960.09,5788,55331,1,0,1,0,0,101,0,0,2023-06-09,0,0,0,0,0,-100,-50,-100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
2023-09-17,117,39569,海洋传奇,Legend of the Ocean,0,282809.07,4591,10077,1,0,1,0,0,79,0,0,2023-07-01,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,0
2023-09-17,118,39571,命中注定与你为敌,FATHER,0,89260.78,3687,2340,1,0,3,0,0,94,0,0,2023-06-16,0,1,0,67,0,-100,0,-100,0,0,1,0,0,1,0,0,0,0,0,0,33.33,0,0,0,201,0
2023-09-17,119,39572,凯利和超级可乐,Carrie & Super Kola,0,562085.12,13392,17276,1,0,3,0,0,88,0,0,2023-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023-09-17,120,39309,青蛙王子历险记2,Frog Prince Adventures 2,0,4003685.83,103337,129604,1,0,10,0,0,310,0,0,2022-11-12,0,0,0,0,0,0,-9.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0
2023-09-17,121,39367,熊出没·伴我“熊芯”,Boonie Bears: Guardian Code,0,1495941970,1697398,32309211,1,0,5,0,0,239,0,0,2023-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023-09-17,122,39379,倍儿喜欢你,I Like You More,0,5302318.39,107594,143177,1,0,5,0,0,157,0,0,2023-04-14,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2023-09-17,123,39383,可不可以不要离开我,COULD YOU DON`T LEAVE ME,0,20265221.92,123169,521319,1,0,5,0,0,216,0,0,2023-02-14,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2023-09-17,124,39508,荒野狂兽,Beast,0,453925.57,20568,14027,1,0,7,0,0,129,0,0,2023-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,125,39441,疯狂小世界,Crazy World,0,2574446.63,29708,82968,1,0,1,0,0,88,0,0,2023-06-22,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,126,39482,魔幻奇缘之宝石公主,Magic Princess,0,6447900.98,45834,200513,1,0,1,0,0,142,0,0,2023-04-29,0,0,0,0,0,0,-66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,127,39486,新猪猪侠大电影·超级赛车,Racing 72H,0,53716483.69,288896,1587743,1,0,8,0,0,142,0,0,2023-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2023-09-17,128,39670,湄公河巨兽,From The River,0,218004.92,8113,6364,1,0,2,0,0,,0,0,,0,0,0,0,0,-100,-60,-100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126,0
2023-09-17,129,39671,爱犬奇缘,Puppy Love,0,6334214.16,13727,158926,1,0,11,0,0,27,0,0,2023-08-22,0,1,0,120,0,-100,83.33,-100,0,0,5,0,0,2,0,0,0,0,0,0,9.09,0,0,0,986,0
2023-09-17,130,39672,忍者神龟：变种大乱斗,Teenage Mutant Ninja Turtles: Mutant Mayhem,0,9492041.82,69147,289414,1,0,1,0,0,38,0,0,2023-08-11,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,131,39656,野蛮人入侵,Barbarian Invasion,0,992464.6,3849,25264,1,0,2,0,0,39,0,0,2023-08-10,0,0,0,0,0,-100,-50,-100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,190,0
2023-09-17,132,39663,飞向月球,JOURNEY TO THE MOON,0,23434,126,812,1,0,1,0,0,36,0,0,2023-08-13,0,0,0,0,0,-100,-66.67,-100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0
2023-09-17,133,39601,烈焰卫士,Flame Guardian,0,1057739.13,1174,29724,1,0,3,0,0,82,0,0,2023-06-28,0,1,0,360,0,-100,50,-100,0,0,0,0,0,1,0,0,0,0,0,0,33.33,0,0,0,721,0
2023-09-17,134,39624,舞者,Dancer,0,2493568.64,995,69423,1,0,1,0,0,66,0,0,2023-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121,0
2023-09-17,135,37033,太阳升起的时刻,The Moment Of The Sunrises,0,12580354.65,43408,333063,1,0,1,0,0,1424,0,0,2019-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,136,37136,冰雪奇缘2,Frozen 2,0,861560378.4,2203170,25032369,1,0,3,0,0,1396,0,0,2019-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,137,37283,阿里巴巴与神灯,Alibaba and the Magic Lamp,0,22143822.1,123336,642336,1,0,5,0,0,1108,0,0,2020-09-05,0,0,0,0,0,-100,-28.57,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2023-09-17,138,37297,熊出没·狂野大陆,Boonie Bears:The Wild Life,0,596557051.7,776165,13742989,1,0,1,0,0,948,0,0,2021-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,139,37400,半条棉被,HEAART FOR HEART,0,13846278.98,40655,466160,1,0,1,0,0,1109,0,0,2020-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,140,37451,奇妙王国之魔法奇缘,Wonderful Kingdom：Enchanted,0,10050068.99,15999,228567,1,0,2,0,0,1003,0,0,2020-12-19,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023-09-17,141,37480,刺猬索尼克,Sonic the Hedgehog,0,19913866.65,173650,698685,1,0,1,0,0,1144,0,0,2020-07-31,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,142,37793,第一人称,In The First Person,0,5430,45,181,1,0,2,0,0,23,0,0,2023-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,143,33172,大鱼海棠,Big Fish & Begonia,0,574983640.7,750943,17462699,1,0,1,0,0,2628,0,0,2016-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,0
2023-09-17,144,33350,疯狂丑小鸭,The Ugly Duckling,0,23446834.31,40569,637814,1,0,7,0,0,2541,0,0,2016-10-03,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2023-09-17,145,32967,阿里巴巴2所罗门封印,Alibaba Solomons Seal,0,22043358.52,38800,624963,1,0,2,0,0,2697,0,0,2016-04-30,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,146,36279,巧虎大飞船历险记,Shimajiro And The Fantastic Flying Ship,0,24093460.27,73132,672062,1,0,2,0,0,1570,0,0,2019-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-09-17,147,36799,星际侠探,Space Detective,0,458675.9,15045,14910,1,0,1,0,0,912,0,0,2021-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
